id,category_id,vendor_id,name,short_description,long_description,term_and_condition,payment_type_id,voucher_type_id,member_type_id,redeem_type_id,price,discount_rate,thumbnail,images,valid_from,valid_until,country,region,lat,lng,quantity_available,quantity_left,limit_per_user,loyalty_point_required,is_active,created_at,updated_at
306,8,23,"Get Pegipegi.com Hotel Voucher worth 50.000 IDR","Choose your best hotel while on vacation with Pegipegi.com.
by redeem your Vexpoints you can get a discount voucher worth 50,000 IDR.
Get your voucher now!","Choose your best hotel while on vacation with Pegipegi.com.
by redeem your Vexpoints you can get a discount voucher worth 50,000 IDR.
Get your voucher now!","1. Voucher valid 15 days after the voucher release date.
2. Vouchers can only be used for hotel reservations.
3. Vouchers cannot be combined with another voucher.
4. Vouchers cannot be converted to Rupiah or other.
5. Availability of hotel rooms depends on the time of reservation and in accordance with hotel policy.
6. Merchants / Store reserves the right to cancel any order, whether new or ongoing if there is a violation or misuse of this promotion.
7. Pegipegi.com vouchers can only be used for ordering through the Pegipegi.com application.
8. Pegipegi.com voucher is only valid for 1 (one) transaction and not valid multiples.
9. Transactions cannot be returned or canceled.
10. Hotel prices may change at any time according to the policies of each hotel.",2,3,1,2,5000,NULL,http://cdn.vexgift.com/vouchers/banner/pegipegi_pesawat_50IDR.webp,NULL,1555761600,1556297999,All,NULL,NULL,NULL,5,5,1,0,1,"2019-04-20 00:00:00",NULL
307,10,16,"GET Alfamart voucher worth 50.000 IDR","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Users can take vouchers more than once.
6. VexGift may change the terms and conditions without further notice.
7. If there is a problem or error in this voucher, it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center work hour 08.00 am - 10.00 pm).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. User dapat mengambil voucher lebih dari satu kali.
6. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
7. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center jam kerja 08.00 pagi - 10.00 malam).",2,3,2,2,2857,NULL,http://cdn.vexgift.com/vouchers/banner/alfamart_50kidr.webp,NULL,1555848000,1556211599,All,NULL,NULL,NULL,25,30,2,0,1,"2019-04-21 00:00:00","2019-04-25 12:12:40"
308,10,16,"GET Alfamart voucher worth 50.000 IDR","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Users can take vouchers more than once.
6. VexGift may change the terms and conditions without further notice.
7. If there is a problem or error in this voucher, it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center work hour 08.00 am - 10.00 pm).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. User dapat mengambil voucher lebih dari satu kali.
6. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
7. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center jam kerja 08.00 pagi - 10.00 malam).",2,3,1,2,5000,NULL,http://cdn.vexgift.com/vouchers/banner/alfamart_50kidr.webp,NULL,1555848000,1556211599,All,NULL,NULL,NULL,0,20,1,0,1,"2019-04-21 00:00:00","2019-04-21 21:10:14"
309,4,12,"GET Scorlines Umbrella","The rainy season has arrived, protect yourself from the rain with the Umbrella.
Redeem your Vexpoints and get Scorlines Umbrella now!

Musim hujan telah tiba, lindungi diri Anda dari hujan dengan Payung.
Tukarkan Vexpoint Anda dan dapatkan Payung Scorlines sekarang!","The rainy season has arrived, protect yourself from the rain with the Umbrella.
Redeem your Vexpoints and get Scorlines Umbrella now!

Musim hujan telah tiba, lindungi diri Anda dari hujan dengan Payung.
Tukarkan Vexpoint Anda dan dapatkan Payung Scorlines sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,4571,NULL,http://cdn.vexgift.com/vouchers/banner/scorlines_payung.webp,NULL,1555934400,1556643599,All,NULL,NULL,NULL,0,2,1,0,1,"2019-04-21 00:00:00","2019-04-24 03:11:20"
310,10,16,"FLASH DEAL! GET Alfamart voucher worth 50.000 IDR","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","1. Vouchers is valid until 29 April 2019.
2. Vouchers can be used without minimum purchases
3. Vouchers cannot be combined with other voucher.
4. Vouchers cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.
8. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher berlaku sampai tanggal 29 April 2019.
2. Voucher dapat digunakan tanpa pembelian minimum.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan satu kali.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,500,NULL,"http://cdn.vexgift.com/vouchers/banner/alfamart_50kidr_fd.webp ",NULL,1556033400,1556125199,All,NULL,NULL,NULL,45,50,1,0,1,"2019-04-21 00:00:00","2019-04-24 18:25:23"
311,12,12,"GET Stella parfum'ist","Make the air in your room clean and fragrant with STELLA parfum'ist.
Redeem your Vexpoint and get STELLA parfum'ist now!

Jadikan udara di ruangan anda bersih dan harum dengan STELLA parfum'ist .
Tukarkan Vexpoint anda dan dapatkan STELLA Parfum'ist sekarang!","Make the air in your room clean and fragrant with STELLA parfum'ist.
Redeem your Vexpoint and get STELLA parfum'ist now!

Jadikan udara di ruangan anda bersih dan harum dengan STELLA parfum'ist .
Tukarkan Vexpoint anda dan dapatkan STELLA Parfum'ist sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,4343,NULL,http://cdn.vexgift.com/vouchers/banner/stella_parfumist.webp,NULL,1556107200,1556729999,All,NULL,NULL,NULL,0,2,1,0,1,"2019-04-21 00:00:00","2019-04-26 12:35:07"
312,12,12,"GET Casablanca Aqua Eau de Parfum","Give an exclusive fragrance every day with Casablanca aqua.
Redeem your Vexpoint with Casablanca Eau de perfume!

Berikan keharuman yang ekslusif disetiap hari-hari anda dengan Casablanca aqua .
Tukarkan Vexpoint anda dengan Casablanca eau de parfum!","Give an exclusive fragrance every day with Casablanca aqua.
Redeem your Vexpoint with Casablanca Eau de perfume!

Berikan keharuman yang ekslusif disetiap hari-hari anda dengan Casablanca aqua .
Tukarkan Vexpoint anda dengan Casablanca eau de parfum!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,4000,NULL,http://cdn.vexgift.com/vouchers/banner/casablanca_aqua.webp,NULL,1556280000,1556902799,All,NULL,NULL,NULL,0,2,1,0,1,"2019-04-21 00:00:00","2019-04-26 19:34:35"
313,10,16,"FLASH DEAL! GET Alfamart voucher worth 50.000 IDR","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","1. Vouchers is valid until 29 April 2019.
2. Vouchers can be used without minimum purchases
3. Vouchers cannot be combined with other voucher.
4. Vouchers cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.
8. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher berlaku sampai tanggal 29 April 2019.
2. Voucher dapat digunakan tanpa pembelian minimum.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan satu kali.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,2500,NULL,"http://cdn.vexgift.com/vouchers/banner/alfamart_50kidr_fd.webp ",NULL,1556272800,1556283600,All,NULL,NULL,NULL,37,100,1,0,1,"2019-04-26 00:00:00","2019-04-26 20:00:03"
314,12,12,"GET Vaseline Hand & Body Lotion","Protect your skin from UV light with Vaseline Hand & Body Lotion!
Redeem your Vexpoints and get Vaseline Hand & Body Lotion!

Lindungi kulit anda dari sinar UV dengan Vaseline Hand & body Lotion! 
Tukarkan Vexpoint anda dan dapatkan Vaseline Hand & Body Lotion!","Protect your skin from UV light with Vaseline Hand & Body Lotion!
Redeem your Vexpoints and get Vaseline Hand & Body Lotion!

Lindungi kulit anda dari sinar UV dengan Vaseline Hand & body Lotion! 
Tukarkan Vexpoint anda dan dapatkan Vaseline Hand & Body Lotion!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,1,2,5540,NULL,http://cdn.vexgift.com/vouchers/banner/vaseline_handbody.webp,NULL,1556452800,1557075599,All,NULL,NULL,NULL,0,3,1,0,1,"2019-04-28 00:00:00","2019-04-28 19:12:44"
315,12,12,"GET Listerine Mouthwash","Have a fresh breath longer by removing germs and plaque on the teeth using the Listerine mouthwash.
Redeem your Vexpoint and get Listerine mouthwash!","Have a fresh breath longer by removing germs and plaque on the teeth using the Listerine mouthwash.
Redeem your Vexpoint and get Listerine mouthwash!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .",2,6,1,2,4300,NULL,https://cdn.vexgift.com/vouchers/banner/listerine_mouthwash.webp,NULL,1556532000,1557161999,All,NULL,NULL,NULL,0,4,1,0,1,"2019-04-29 00:00:00","2019-05-03 12:40:47"
316,2,1,"Get KFC Voucher Worth IDR 50.000","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi? By using VexGift you can get voucher discount worth IDR 50.000 
that you can use on every KFC restaurant in Indonesia. 
Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? 
Dengan menggunakan VexGift Anda bisa mendapatkan voucher diskon senilai Rp 50.000 
yang dapat Anda gunakan di setiap restoran KFC di Indonesia. 
Dapatkan voucher Anda sekarang!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi? By using VexGift you can get voucher discount worth IDR 50.000 
that you can use on every KFC restaurant in Indonesia. 
Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? 
Dengan menggunakan VexGift Anda bisa mendapatkan voucher diskon senilai Rp 50.000 
yang dapat Anda gunakan di setiap restoran KFC di Indonesia. 
Dapatkan voucher Anda sekarang!","1. Vouchers cannot be combined with other promotions.
2. Vouchers cannot be converted to Rupiah or other.
3. The voucher that is clicked/used is not in front of the cashier, it is not our responsibility and cannot be replaced.
4. Please ask the cashier for help to check the validity period of the voucher before using the voucher.
5. Don't press "Redeem Voucher", this process will be carried out by the outlet staff.
6. KFC Indonesia has the right to cancel any order whether new or ongoing transactions if there is a violation of this promotion.
7. Any terms and conditions are subject to change without further notice.
8. If there is a problem or error in this voucher, it can be reported via http://vexgift.freshdesk.com or you can contact Gift-N WhatsApp 0877-8267-7047 (only via WA can not call on Monday - Sunday at 09.00 - 10 pm)
9. Available in all KFC branches, except:
* MANOKWARI - IRIAN JAYA
* TIMIKA - IRIAN JAYA
* WAY HALIM LAMPUNG - LAMPUNG
* BANDAR JAYA LAMPUNG - LAMPUNG
* PRINGSEWU - LAMPUNG
* CIK DI TIRO - LAMPUNG
* LAMPUNG SQUARE - LAMPUNG
* GALAEL BANDAR LAMPUNG - LAMPUNG
* COCO SERAPUNG - MANADO
* MEGA MALL MANADO - MANADO
* MTC MANADO - MANADO
* MANADO SUDIRMAN - MANADO
* HASANUDDIN UJUNG PANDANG - UJUNG PANDANG
* GOLDEN TRULLY GUNUNG SAHARI - JAKARTA PUSAT
* SEIBU PASARAYA BLOK M - JAKARTA SELATAN
* ALL INDONESIA AIRPORT OUTLETS.

1. Voucher tidak dapat digabungkan dengan promosi lainnya.
2. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
3. Voucher yang diklik/terpakai tidak di hadapan kasir, bukan menjadi tanggung jawab kami dan tidak bisa diganti/dicancel.
4. Mohon minta bantuan kasir untuk cek masa berlaku voucher sebelum menggunakan voucher.
5. Jangan tekan " Redeem Voucher ", proses ini akan dilakukan oleh staf outlet.
6. KFC Indonesia berhak membatalkan pesanan apa pun baik transaksi baru maupun yang sedang berlangsung jika ada pelanggaran terhadap promosi ini.
7. Setiap syarat dan ketentuan dapat berubah tanpa pemberitahuan lebih lanjut.
8. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi WhatsApp Gift-N 0877-8267-7047 (hanya via WA tidak bisa telpon pada hari senin - minggu pukul 09.00 - 22.00)
9. Tersedia di Seluruh Cabang KFC, Kecuali :
* MANOKWARI - IRIAN JAYA
* TIMIKA - IRIAN JAYA
* WAY HALIM LAMPUNG - LAMPUNG
* BANDAR JAYA LAMPUNG - LAMPUNG
* PRINGSEWU - LAMPUNG
* CIK DI TIRO - LAMPUNG
* LAMPUNG SQUARE - LAMPUNG
* GALAEL BANDAR LAMPUNG - LAMPUNG
* COCO SERAPUNG - MANADO
* MEGA MALL MANADO - MANADO
* MTC MANADO - MANADO
* MANADO SUDIRMAN - MANADO
* HASANUDDIN UJUNG PANDANG - UJUNG PANDANG
* GOLDEN TRULLY GUNUNG SAHARI - JAKARTA PUSAT
* SEIBU PASARAYA BLOK M - JAKARTA SELATAN
* SEMUA OUTLET BANDARA INDONESIA
",2,1,2,2,2857,NULL,https://cdn.vexgift.com/vouchers/banner/kfc50k.webp,NULL,1556532000,1557161999,All,NULL,NULL,NULL,6,10,1,0,1,"2019-04-12 00:00:00","2019-05-01 12:02:17"
317,8,15,"Voucher Go-pay  Rp 10.000","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","1. Voucher is valid for old users and new users of the GOJEK application..
2. Vouchers only apply to the GOJEK application.
3. Vouchers cannot be combined with other voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Users can take vouchers more than once.
7. VexGift can change the term and condition without further notice.
8. Voucher can not be used twice with the same account.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center work hour 08.00 am - 10.00 pm WIB)

1. Voucher ini berlaku untuk pengguna lama dan pengguna baru aplikasi GOJEK..
2. Voucher hanya berlaku untuk aplikasi GOJEK.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. User dapat mengambil voucher lebih dari satu kali.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Voucher tidak dapat digunakan dua kali dalam akun yang sama.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center Jam kerja 08.00 pagi - 22.00 malam WIB)",2,3,2,2,571,NULL,http://cdn.vexgift.com/vouchers/banner/gojek.webp,NULL,1556798400,1557507599,All,NULL,NULL,NULL,16,20,2,0,1,"2019-05-02 00:00:00","2019-05-02 23:00:08"
318,8,15,"Voucher Go-pay  Rp 10.000","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","1. Voucher is valid for old users and new users of the GOJEK application.
2. Vouchers only apply to the GOJEK application.
3. Vouchers cannot be combined with other voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.
8. Voucher can not be used twice with the same account.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center work hour 08.00 am - 10.00 pm WIB).

1. Voucher ini berlaku untuk pengguna lama dan pengguna baru aplikasi GOJEK..
2. Voucher hanya berlaku untuk aplikasi GOJEK.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan satu kali.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Voucher tidak dapat digunakan dua kali dalam akun yang sama.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center Jam kerja 08.00 pagi - 22.00 malam WIB).",2,3,1,2,1000,NULL,http://cdn.vexgift.com/vouchers/banner/gojek.webp,NULL,1556798400,1557507599,All,NULL,NULL,NULL,7,30,1,0,1,"2019-05-02 00:00:00","2019-05-10 16:11:58"
319,12,12,"GET Lip Ice sheer color","Complete your beauty every day with Lip Ice sheer color.
Redeem your Vexpoint and get Lip Ice sheer color now!

Lengkapi cantikmu setiap harinya dengan Lip Ice sheer color.
Tukarkan Vexpoint anda dan dapatkan Lip Ice sheer color sekarang!","Complete your beauty every day with Lip Ice sheer color.
Redeem your Vexpoint and get Lip Ice sheer color now!

Lengkapi cantikmu setiap harinya dengan Lip Ice sheer color.
Tukarkan Vexpoint anda dan dapatkan Lip Ice sheer color sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""""Redeem Voucher""""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,1,2,1542,NULL,http://cdn.vexgift.com/vouchers/banner/lipice_sheer_colour.webp,NULL,1556884800,1557593999,All,NULL,NULL,NULL,0,2,1,0,1,"2019-05-03 00:00:00","2019-05-03 19:02:50"
